invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I229821,C165800,Female,56,Shoes,3,1800.51,Debit Card,1/29/2022,Zorlu Center
I316017,C185259,Female,56,Shoes,3,1800.51,Debit Card,1/2/2022,Mall of Istanbul
I113242,C174790,Male,56,Food & Beverage,3,15.69,Credit Card,1/29/2022,Metrocity
I669511,C246616,Female,56,Food & Beverage,3,15.69,Cash,1/12/2022,Metrocity
I307413,C539759,Male,56,Food & Beverage,3,15.69,Cash,2/4/2022,Metrocity
I281897,C603404,Female,56,Food & Beverage,3,15.69,Cash,2/14/2022,Metrocity
I119387,C172361,Female,56,Food & Beverage,3,15.69,Credit Card,2/10/2022,Mall of Istanbul
I415300,C131039,Female,56,Food & Beverage,3,15.69,Cash,3/16/2022,Metrocity
I416055,C256714,Female,56,Food & Beverage,3,15.69,Credit Card,2/19/2022,Forum Istanbul
I212272,C552066,Male,56,Clothing,1,300.08,Cash,3/10/2022,Metrocity
I847883,C559968,Female,56,Clothing,1,300.08,Cash,1/8/2022,Kanyon
I155199,C546380,Male,56,Clothing,1,300.08,Credit Card,2/15/2022,Mall of Istanbul
I307198,C240564,Female,56,Clothing,1,300.08,Credit Card,3/31/2022,Mall of Istanbul
I714817,C334641,Female,56,Clothing,1,300.08,Debit Card,1/9/2022,Mall of Istanbul
I797613,C105930,Female,56,Clothing,1,300.08,Cash,3/18/2022,Mall of Istanbul
I169554,C244453,Female,56,Clothing,1,300.08,Cash,3/29/2022,Mall of Istanbul
I120418,C959975,Female,56,Clothing,1,300.08,Credit Card,1/18/2022,Zorlu Center
I327811,C286019,Male,56,Clothing,1,300.08,Debit Card,1/27/2022,Metrocity
I975452,C162177,Male,56,Clothing,1,300.08,Debit Card,3/3/2022,Metrocity
I676027,C944160,Male,56,Clothing,1,300.08,Cash,3/10/2022,Kanyon
I236600,C226449,Female,56,Clothing,1,300.08,Credit Card,1/17/2022,Mall of Istanbul
I356726,C527339,Female,56,Clothing,1,300.08,Credit Card,3/21/2022,Metrocity
I185321,C337710,Female,56,Clothing,1,300.08,Cash,3/5/2022,Kanyon
I232131,C264012,Female,56,Clothing,2,600.16,Cash,2/5/2022,Mall of Istanbul
I320711,C292593,Female,56,Clothing,2,600.16,Credit Card,3/20/2022,Mall of Istanbul
I222764,C157520,Male,56,Clothing,2,600.16,Credit Card,1/13/2022,Metrocity
I319022,C236870,Female,56,Clothing,2,600.16,Credit Card,3/29/2022,Metrocity
I215313,C307889,Male,56,Clothing,2,600.16,Cash,1/7/2022,Mall of Istanbul
I252107,C318167,Male,56,Clothing,2,600.16,Credit Card,2/6/2022,Metrocity
I193663,C451035,Male,56,Clothing,2,600.16,Credit Card,2/7/2022,Metrocity
I624554,C297973,Female,56,Clothing,2,600.16,Cash,1/22/2022,Forum Istanbul
I289738,C204568,Female,56,Clothing,4,1200.32,Cash,2/2/2022,Mall of Istanbul
I242304,C205715,Female,56,Clothing,4,1200.32,Cash,1/13/2022,Mall of Istanbul
I126624,C258456,Female,56,Clothing,4,1200.32,Credit Card,3/13/2022,Mall of Istanbul
I460359,C249904,Female,56,Clothing,4,1200.32,Credit Card,1/6/2022,Kanyon
I107419,C199539,Male,56,Clothing,4,1200.32,Credit Card,2/6/2022,Metrocity
I860890,C306315,Female,56,Clothing,4,1200.32,Credit Card,1/20/2022,Kanyon
I299414,C848905,Female,56,Clothing,4,1200.32,Cash,2/18/2022,Mall of Istanbul
I244810,C337814,Male,56,Toys,3,107.52,Credit Card,1/2/2022,Kanyon
I167558,C557414,Female,56,Toys,3,107.52,Cash,1/19/2022,Kanyon
I275093,C318089,Male,56,Toys,3,107.52,Debit Card,3/21/2022,Kanyon
I601493,C259034,Female,56,Toys,3,107.52,Debit Card,1/15/2022,Mall of Istanbul
I230061,C209626,Female,56,Food & Beverage,1,5.23,Credit Card,1/25/2022,Zorlu Center
I249161,C159911,Female,56,Food & Beverage,1,5.23,Cash,2/25/2022,Metrocity
I282576,C249166,Female,56,Food & Beverage,1,5.23,Credit Card,3/15/2022,Mall of Istanbul
I266367,C279683,Female,56,Food & Beverage,2,10.46,Cash,3/23/2022,Mall of Istanbul
I134776,C251932,Female,56,Food & Beverage,2,10.46,Cash,1/31/2022,Metrocity
I290611,C304887,Female,56,Food & Beverage,2,10.46,Credit Card,1/9/2022,Zorlu Center
I440215,C260824,Female,56,Food & Beverage,4,20.92,Cash,3/23/2022,Kanyon
I231675,C325209,Male,56,Food & Beverage,4,20.92,Credit Card,2/13/2022,Metrocity
I650396,C724461,Female,56,Food & Beverage,4,20.92,Cash,3/28/2022,Forum Istanbul
I322923,C331651,Male,56,Food & Beverage,4,20.92,Credit Card,1/23/2022,Mall of Istanbul
I211307,C215094,Female,56,Food & Beverage,4,20.92,Cash,2/10/2022,Mall of Istanbul
I312938,C187955,Female,56,Food & Beverage,4,20.92,Cash,2/4/2022,Zorlu Center
I101489,C287411,Male,56,Toys,1,35.84,Credit Card,3/14/2022,Zorlu Center
I113909,C303970,Female,56,Toys,1,35.84,Debit Card,2/6/2022,Zorlu Center
I305451,C533607,Female,56,Toys,1,35.84,Cash,3/1/2022,Kanyon
I296301,C814972,Female,56,Toys,2,71.68,Debit Card,2/3/2022,Forum Istanbul
I306066,C148927,Female,56,Toys,4,143.36,Debit Card,2/20/2022,Mall of Istanbul
I301653,C231455,Female,56,Toys,4,143.36,Cash,1/21/2022,Kanyon
I877825,C358288,Male,56,Toys,4,143.36,Debit Card,2/18/2022,Zorlu Center
I157045,C327450,Female,56,Toys,4,143.36,Cash,1/24/2022,Forum Istanbul
I227164,C318067,Female,56,Toys,4,143.36,Cash,1/1/2022,Mall of Istanbul
I102375,C305450,Female,56,Souvenir,1,11.73,Cash,1/17/2022,Mall of Istanbul
I153160,C243749,Female,56,Souvenir,4,46.92,Debit Card,2/8/2022,Forum Istanbul
I984792,C566360,Female,56,Souvenir,4,46.92,Cash,1/6/2022,Mall of Istanbul
I224712,C238847,Female,57,Technology,1,1050,Credit Card,2/20/2022,Metrocity
I116839,C773011,Male,57,Technology,1,1050,Cash,1/10/2022,Forum Istanbul
I186672,C541091,Female,57,Technology,2,2100,Credit Card,2/23/2022,Mall of Istanbul
I123979,C265632,Female,57,Technology,2,2100,Debit Card,2/24/2022,Kanyon
I229229,C274235,Female,57,Technology,2,2100,Credit Card,2/6/2022,Mall of Istanbul
I496497,C133843,Male,57,Technology,4,4200,Cash,3/21/2022,Kanyon
I998116,C353845,Male,57,Technology,5,5250,Credit Card,2/9/2022,Mall of Istanbul
I150603,C220382,Male,57,Technology,3,3150,Cash,1/14/2022,Kanyon
I265895,C107121,Female,57,Technology,3,3150,Credit Card,3/25/2022,Metrocity
I194823,C319130,Female,57,Books,5,75.75,Cash,1/5/2022,Mall of Istanbul
I231265,C333389,Male,57,Cosmetics,1,40.66,Cash,1/15/2022,Kanyon
I209035,C109256,Male,57,Cosmetics,1,40.66,Debit Card,1/31/2022,Metrocity
I283005,C248416,Male,57,Cosmetics,1,40.66,Cash,1/2/2022,Metrocity
I122797,C143785,Male,57,Cosmetics,1,40.66,Cash,2/6/2022,Mall of Istanbul
I128556,C171353,Female,57,Cosmetics,1,40.66,Cash,3/6/2022,Zorlu Center
I253892,C448355,Male,57,Cosmetics,2,81.32,Debit Card,2/24/2022,Kanyon
I664543,C244807,Female,57,Cosmetics,2,81.32,Debit Card,1/9/2022,Zorlu Center
I275523,C117903,Female,57,Cosmetics,2,81.32,Credit Card,1/15/2022,Forum Istanbul
I180520,C102947,Male,57,Cosmetics,2,81.32,Cash,3/6/2022,Mall of Istanbul
I218801,C152985,Male,57,Cosmetics,2,81.32,Credit Card,1/25/2022,Mall of Istanbul
I144434,C147772,Male,57,Cosmetics,2,81.32,Credit Card,1/20/2022,Mall of Istanbul
I443625,C275651,Female,57,Cosmetics,2,81.32,Credit Card,3/26/2022,Mall of Istanbul
I166419,C191307,Female,57,Cosmetics,4,162.64,Cash,1/26/2022,Mall of Istanbul
I273753,C337407,Male,57,Cosmetics,4,162.64,Debit Card,2/19/2022,Mall of Istanbul
I882877,C284722,Female,57,Cosmetics,4,162.64,Credit Card,2/20/2022,Forum Istanbul
I316249,C193425,Female,57,Cosmetics,3,121.98,Cash,2/17/2022,Kanyon
I222883,C328647,Male,57,Cosmetics,3,121.98,Cash,3/27/2022,Mall of Istanbul
I322452,C807564,Female,57,Cosmetics,3,121.98,Credit Card,1/20/2022,Metrocity
I329540,C142324,Female,57,Cosmetics,3,121.98,Credit Card,3/16/2022,Mall of Istanbul
I271828,C335128,Male,57,Cosmetics,3,121.98,Credit Card,2/20/2022,Metrocity
I222750,C931170,Female,57,Cosmetics,3,121.98,Debit Card,1/18/2022,Kanyon
I244194,C309304,Female,57,Cosmetics,3,121.98,Credit Card,3/15/2022,Forum Istanbul
I670714,C314472,Female,57,Cosmetics,3,121.98,Cash,2/6/2022,Metrocity
I422558,C196989,Female,57,Souvenir,5,58.65,Debit Card,3/2/2022,Metrocity
I581118,C552671,Female,57,Shoes,5,3000.85,Debit Card,2/14/2022,Kanyon
I234527,C217034,Male,57,Shoes,5,3000.85,Cash,2/16/2022,Mall of Istanbul
I252970,C124075,Male,57,Shoes,5,3000.85,Credit Card,2/3/2022,Kanyon
I114147,C143270,Female,57,Shoes,5,3000.85,Cash,3/24/2022,Mall of Istanbul
I296418,C300696,Male,57,Shoes,5,3000.85,Cash,3/23/2022,Forum Istanbul
I316429,C200364,Female,57,Clothing,3,900.24,Debit Card,2/26/2022,Kanyon
I138042,C136416,Female,57,Clothing,3,900.24,Debit Card,1/29/2022,Mall of Istanbul
I598721,C130853,Female,57,Clothing,3,900.24,Credit Card,2/25/2022,Zorlu Center
I149456,C511188,Male,57,Clothing,3,900.24,Credit Card,3/25/2022,Metrocity
I148195,C194860,Male,57,Clothing,3,900.24,Credit Card,2/1/2022,Kanyon
I119012,C142023,Female,57,Clothing,3,900.24,Debit Card,1/30/2022,Kanyon
I675216,C124225,Female,57,Clothing,3,900.24,Credit Card,3/31/2022,Kanyon
I598533,C133903,Male,57,Clothing,3,900.24,Credit Card,1/12/2022,Kanyon
I111282,C100467,Female,57,Food & Beverage,5,26.15,Cash,2/13/2022,Kanyon
I762214,C281667,Male,57,Food & Beverage,5,26.15,Cash,1/31/2022,Mall of Istanbul
I891411,C123387,Male,57,Food & Beverage,5,26.15,Credit Card,3/9/2022,Mall of Istanbul
I303030,C123526,Male,57,Shoes,1,600.17,Debit Card,3/25/2022,Metrocity
I795324,C329201,Male,57,Shoes,2,1200.34,Debit Card,3/27/2022,Mall of Istanbul
I209796,C228431,Female,57,Shoes,2,1200.34,Cash,3/14/2022,Kanyon
I335012,C138475,Male,57,Shoes,2,1200.34,Cash,1/5/2022,Zorlu Center
I222359,C177391,Female,57,Shoes,4,2400.68,Credit Card,1/28/2022,Metrocity
I108063,C246955,Female,57,Shoes,4,2400.68,Credit Card,1/6/2022,Mall of Istanbul
I116885,C155263,Female,57,Shoes,4,2400.68,Cash,3/13/2022,Kanyon
I174999,C279856,Female,57,Cosmetics,5,203.3,Credit Card,3/10/2022,Metrocity
I320647,C340113,Male,57,Cosmetics,5,203.3,Cash,3/28/2022,Kanyon
I195176,C296983,Female,57,Cosmetics,5,203.3,Credit Card,2/10/2022,Metrocity
I324611,C336539,Male,57,Cosmetics,5,203.3,Credit Card,3/15/2022,Metrocity
I366531,C110111,Female,57,Cosmetics,5,203.3,Credit Card,1/1/2022,Zorlu Center
I302879,C314498,Female,57,Clothing,5,1500.4,Credit Card,3/4/2022,Kanyon
I429519,C141980,Female,57,Clothing,5,1500.4,Credit Card,3/15/2022,Kanyon
I251990,C261457,Female,57,Clothing,5,1500.4,Debit Card,3/11/2022,Forum Istanbul
I103453,C907292,Male,57,Clothing,5,1500.4,Credit Card,1/28/2022,Mall of Istanbul
I633017,C155067,Female,57,Clothing,5,1500.4,Debit Card,1/4/2022,Mall of Istanbul
I101972,C182834,Female,57,Clothing,5,1500.4,Credit Card,2/3/2022,Metrocity
I220751,C897019,Male,57,Clothing,5,1500.4,Credit Card,3/30/2022,Zorlu Center
I274983,C342754,Male,57,Clothing,5,1500.4,Cash,2/16/2022,Mall of Istanbul
I156424,C524006,Male,57,Clothing,5,1500.4,Credit Card,1/26/2022,Mall of Istanbul
I795335,C948073,Female,57,Clothing,5,1500.4,Credit Card,2/6/2022,Kanyon
I636584,C142507,Female,57,Clothing,5,1500.4,Debit Card,1/17/2022,Kanyon
I978476,C518485,Female,57,Clothing,5,1500.4,Cash,2/13/2022,Metrocity
I472868,C637652,Male,57,Souvenir,3,35.19,Credit Card,3/28/2022,Mall of Istanbul
I113090,C319378,Female,57,Books,1,15.15,Cash,3/28/2022,Metrocity
I764112,C191608,Female,57,Books,2,30.3,Cash,1/31/2022,Mall of Istanbul
I874077,C236119,Male,57,Books,4,60.6,Cash,2/9/2022,Mall of Istanbul
I523324,C554650,Male,57,Shoes,3,1800.51,Debit Card,2/3/2022,Mall of Istanbul
I196077,C169210,Female,57,Shoes,3,1800.51,Credit Card,3/24/2022,Mall of Istanbul
I211697,C309291,Male,57,Shoes,3,1800.51,Debit Card,3/23/2022,Metrocity
I158947,C254660,Female,57,Food & Beverage,3,15.69,Credit Card,3/25/2022,Metrocity
I153104,C223048,Female,57,Food & Beverage,3,15.69,Debit Card,3/31/2022,Kanyon
I158347,C302102,Male,57,Food & Beverage,3,15.69,Debit Card,1/16/2022,Zorlu Center
I456869,C324588,Female,57,Food & Beverage,3,15.69,Credit Card,2/24/2022,Kanyon
I109528,C338230,Female,57,Food & Beverage,3,15.69,Credit Card,1/14/2022,Mall of Istanbul
I258949,C100488,Female,57,Food & Beverage,3,15.69,Cash,2/19/2022,Kanyon
I265166,C886273,Female,57,Food & Beverage,3,15.69,Cash,3/18/2022,Metrocity
I362634,C106571,Male,57,Clothing,1,300.08,Cash,2/4/2022,Zorlu Center
I248468,C174275,Female,57,Clothing,1,300.08,Credit Card,2/12/2022,Forum Istanbul
I303144,C954911,Male,57,Clothing,1,300.08,Credit Card,2/26/2022,Mall of Istanbul
I159913,C105182,Male,57,Clothing,1,300.08,Cash,2/11/2022,Mall of Istanbul
I110606,C292786,Male,57,Clothing,1,300.08,Credit Card,3/9/2022,Kanyon
I100465,C211946,Female,57,Clothing,1,300.08,Cash,1/14/2022,Mall of Istanbul
I220517,C167795,Female,57,Clothing,1,300.08,Debit Card,3/20/2022,Mall of Istanbul
I338049,C258405,Male,57,Clothing,1,300.08,Credit Card,2/19/2022,Metrocity
I897289,C115627,Female,57,Clothing,1,300.08,Credit Card,1/22/2022,Kanyon
I216889,C122371,Male,57,Clothing,2,600.16,Credit Card,3/16/2022,Mall of Istanbul
I298262,C221985,Male,57,Clothing,2,600.16,Cash,2/26/2022,Metrocity
I263714,C305512,Female,57,Clothing,2,600.16,Credit Card,1/6/2022,Mall of Istanbul
I237371,C109043,Male,57,Clothing,2,600.16,Cash,2/6/2022,Mall of Istanbul
I271018,C262458,Female,57,Clothing,2,600.16,Cash,2/15/2022,Kanyon
I131723,C277202,Male,57,Clothing,2,600.16,Cash,3/8/2022,Metrocity
I189836,C291185,Female,57,Clothing,2,600.16,Cash,2/1/2022,Kanyon
I110263,C404411,Female,57,Clothing,2,600.16,Cash,1/3/2022,Metrocity
I169197,C191901,Male,57,Clothing,2,600.16,Cash,2/25/2022,Mall of Istanbul
I138249,C336933,Male,57,Clothing,2,600.16,Credit Card,3/18/2022,Metrocity
I216565,C782989,Female,57,Clothing,2,600.16,Cash,2/20/2022,Kanyon
I257957,C165116,Female,57,Clothing,2,600.16,Debit Card,3/12/2022,Kanyon
I243686,C104641,Female,57,Clothing,2,600.16,Cash,1/26/2022,Zorlu Center
I157093,C305076,Male,57,Clothing,2,600.16,Cash,1/25/2022,Metrocity
I249552,C143595,Female,57,Clothing,4,1200.32,Cash,1/22/2022,Zorlu Center
I170639,C285744,Female,57,Clothing,4,1200.32,Cash,2/10/2022,Mall of Istanbul
I421744,C115882,Female,57,Clothing,4,1200.32,Cash,1/23/2022,Mall of Istanbul
I287908,C400253,Male,57,Clothing,4,1200.32,Credit Card,1/9/2022,Metrocity
I563472,C247286,Male,57,Clothing,4,1200.32,Cash,3/1/2022,Zorlu Center
I202493,C242708,Female,57,Clothing,4,1200.32,Cash,3/9/2022,Kanyon
I114176,C199748,Male,57,Clothing,4,1200.32,Debit Card,3/19/2022,Forum Istanbul
I207985,C213114,Male,57,Clothing,4,1200.32,Credit Card,2/23/2022,Mall of Istanbul
I135943,C303614,Male,57,Clothing,4,1200.32,Credit Card,1/31/2022,Kanyon
I309926,C843203,Male,57,Clothing,4,1200.32,Cash,2/4/2022,Mall of Istanbul
I312353,C330907,Female,57,Clothing,4,1200.32,Cash,2/2/2022,Metrocity
I114329,C155866,Female,57,Clothing,4,1200.32,Debit Card,3/1/2022,Kanyon
I321335,C885857,Male,57,Clothing,4,1200.32,Cash,1/14/2022,Kanyon
I795612,C260969,Female,57,Clothing,4,1200.32,Cash,3/4/2022,Zorlu Center
I131871,C792977,Female,57,Clothing,4,1200.32,Cash,2/13/2022,Kanyon
I141454,C397232,Female,57,Toys,3,107.52,Cash,3/25/2022,Kanyon
I265240,C781906,Male,57,Toys,3,107.52,Credit Card,1/29/2022,Mall of Istanbul
I338622,C310438,Female,57,Food & Beverage,1,5.23,Credit Card,2/20/2022,Zorlu Center
I323259,C261591,Female,57,Food & Beverage,1,5.23,Credit Card,2/2/2022,Metrocity
I233166,C135873,Male,57,Food & Beverage,1,5.23,Credit Card,1/23/2022,Metrocity
I400380,C206190,Female,57,Food & Beverage,1,5.23,Cash,3/28/2022,Mall of Istanbul
I184391,C963233,Female,57,Food & Beverage,1,5.23,Cash,3/28/2022,Metrocity
I884614,C202586,Male,57,Food & Beverage,1,5.23,Credit Card,2/5/2022,Forum Istanbul
I252858,C153944,Female,57,Food & Beverage,1,5.23,Debit Card,3/15/2022,Kanyon
I320267,C223906,Male,57,Food & Beverage,4,20.92,Debit Card,3/27/2022,Zorlu Center
I150975,C572676,Female,57,Food & Beverage,4,20.92,Debit Card,1/12/2022,Metrocity
I214117,C172348,Female,57,Food & Beverage,4,20.92,Credit Card,3/23/2022,Metrocity
I115029,C173680,Female,57,Food & Beverage,4,20.92,Credit Card,3/1/2022,Zorlu Center
I295272,C284044,Male,57,Toys,1,35.84,Cash,1/10/2022,Metrocity
I325537,C936359,Male,57,Toys,1,35.84,Debit Card,1/30/2022,Kanyon
I213036,C150383,Female,57,Toys,1,35.84,Credit Card,3/9/2022,Forum Istanbul
I159875,C147067,Male,57,Toys,4,143.36,Credit Card,1/23/2022,Metrocity
I282812,C641566,Male,57,Toys,4,143.36,Debit Card,1/21/2022,Forum Istanbul
I264053,C452582,Male,57,Toys,4,143.36,Cash,1/27/2022,Metrocity
I202393,C236377,Male,57,Toys,4,143.36,Credit Card,1/2/2022,Metrocity
I165882,C159453,Female,57,Toys,4,143.36,Cash,3/27/2022,Kanyon
I154681,C278448,Female,57,Toys,4,143.36,Cash,1/10/2022,Kanyon
I274480,C286946,Female,57,Souvenir,1,11.73,Debit Card,1/29/2022,Zorlu Center
I110801,C110378,Female,57,Souvenir,1,11.73,Cash,3/11/2022,Mall of Istanbul
I606139,C226339,Female,57,Souvenir,2,23.46,Debit Card,3/21/2022,Kanyon
I250154,C258358,Female,57,Souvenir,4,46.92,Cash,1/13/2022,Mall of Istanbul
I565027,C199342,Male,57,Souvenir,4,46.92,Debit Card,1/8/2022,Mall of Istanbul
I246453,C100651,Female,58,Technology,1,1050,Credit Card,2/10/2022,Kanyon
I172917,C360384,Male,58,Technology,1,1050,Credit Card,2/13/2022,Mall of Istanbul
I225087,C332869,Female,58,Technology,2,2100,Credit Card,3/17/2022,Mall of Istanbul
I327655,C144696,Female,58,Technology,3,3150,Debit Card,2/22/2022,Forum Istanbul
I181186,C893387,Female,58,Technology,3,3150,Credit Card,3/22/2022,Mall of Istanbul
I120188,C114791,Female,58,Books,5,75.75,Credit Card,1/24/2022,Mall of Istanbul
I185228,C921929,Female,58,Books,5,75.75,Debit Card,2/10/2022,Metrocity
I188027,C760621,Male,58,Books,5,75.75,Cash,2/2/2022,Mall of Istanbul
I818231,C906037,Male,58,Books,5,75.75,Cash,2/9/2022,Kanyon
I120238,C558119,Female,58,Cosmetics,1,40.66,Cash,1/11/2022,Mall of Istanbul
I374048,C130530,Male,58,Cosmetics,1,40.66,Credit Card,3/28/2022,Mall of Istanbul
I985854,C222918,Male,58,Cosmetics,1,40.66,Credit Card,1/17/2022,Mall of Istanbul
I234410,C299266,Female,58,Cosmetics,1,40.66,Credit Card,3/5/2022,Kanyon
I133821,C250146,Female,58,Cosmetics,2,81.32,Cash,2/12/2022,Zorlu Center
I629274,C307900,Female,58,Cosmetics,2,81.32,Credit Card,3/20/2022,Mall of Istanbul
I437653,C318299,Male,58,Cosmetics,2,81.32,Credit Card,2/6/2022,Mall of Istanbul
I388055,C153100,Female,58,Cosmetics,2,81.32,Credit Card,1/7/2022,Mall of Istanbul
I304269,C251434,Female,58,Cosmetics,4,162.64,Cash,3/22/2022,Mall of Istanbul
I945610,C855732,Male,58,Cosmetics,4,162.64,Credit Card,3/29/2022,Metrocity
I193257,C242341,Female,58,Cosmetics,4,162.64,Debit Card,3/5/2022,Mall of Istanbul
I207134,C200359,Male,58,Cosmetics,4,162.64,Debit Card,2/20/2022,Zorlu Center
I221793,C205739,Female,58,Souvenir,5,58.65,Cash,2/16/2022,Kanyon
I474829,C244555,Female,58,Shoes,5,3000.85,Debit Card,3/6/2022,Forum Istanbul
I225470,C183434,Female,58,Shoes,5,3000.85,Cash,3/18/2022,Forum Istanbul
I664239,C127477,Male,58,Shoes,5,3000.85,Cash,1/20/2022,Metrocity
I768404,C203572,Male,58,Shoes,5,3000.85,Credit Card,3/3/2022,Mall of Istanbul
I251288,C176664,Female,58,Shoes,5,3000.85,Cash,1/24/2022,Zorlu Center
I212414,C231736,Female,58,Shoes,5,3000.85,Cash,3/14/2022,Kanyon
I100307,C887007,Female,58,Clothing,3,900.24,Credit Card,1/24/2022,Kanyon
I196353,C266944,Female,58,Clothing,3,900.24,Credit Card,3/17/2022,Mall of Istanbul
I284745,C667003,Female,58,Clothing,3,900.24,Debit Card,2/7/2022,Forum Istanbul
I276901,C319293,Female,58,Clothing,3,900.24,Credit Card,3/22/2022,Metrocity
I510417,C280817,Female,58,Clothing,3,900.24,Debit Card,1/26/2022,Metrocity
I302800,C170951,Female,58,Clothing,3,900.24,Cash,2/24/2022,Metrocity
I151933,C156382,Female,58,Clothing,3,900.24,Debit Card,2/16/2022,Metrocity
I157138,C155394,Female,58,Clothing,3,900.24,Credit Card,3/26/2022,Mall of Istanbul
I902936,C333314,Female,58,Clothing,3,900.24,Cash,2/12/2022,Kanyon
I116549,C742431,Female,58,Clothing,3,900.24,Debit Card,3/19/2022,Kanyon
I248227,C157460,Male,58,Clothing,3,900.24,Cash,2/2/2022,Mall of Istanbul
I179942,C321869,Male,58,Toys,5,179.2,Cash,1/24/2022,Mall of Istanbul
I251307,C240510,Male,58,Shoes,1,600.17,Debit Card,1/1/2022,Mall of Istanbul
I227852,C309683,Female,58,Shoes,1,600.17,Credit Card,1/14/2022,Metrocity
I120223,C204386,Female,58,Shoes,1,600.17,Cash,1/3/2022,Zorlu Center
I281475,C666268,Female,58,Shoes,2,1200.34,Debit Card,1/18/2022,Kanyon
I210769,C100138,Male,58,Shoes,2,1200.34,Cash,3/28/2022,Metrocity
I320928,C307341,Male,58,Shoes,2,1200.34,Cash,1/5/2022,Zorlu Center
I140113,C339089,Female,58,Shoes,2,1200.34,Cash,3/27/2022,Mall of Istanbul
I658161,C721196,Male,58,Shoes,2,1200.34,Credit Card,1/17/2022,Metrocity
I286322,C314090,Male,58,Shoes,4,2400.68,Credit Card,2/1/2022,Metrocity
I542640,C117485,Male,58,Cosmetics,5,203.3,Cash,2/8/2022,Metrocity
I226110,C164901,Male,58,Clothing,5,1500.4,Credit Card,2/21/2022,Kanyon
I857134,C151689,Female,58,Clothing,5,1500.4,Debit Card,3/3/2022,Metrocity
I215477,C194107,Female,58,Clothing,5,1500.4,Cash,1/5/2022,Kanyon
I255807,C308700,Male,58,Clothing,5,1500.4,Cash,3/22/2022,Kanyon
I304789,C194665,Female,58,Clothing,5,1500.4,Cash,1/23/2022,Kanyon
I176661,C298797,Female,58,Clothing,5,1500.4,Debit Card,1/16/2022,Kanyon
I246018,C309112,Female,58,Clothing,5,1500.4,Debit Card,1/11/2022,Mall of Istanbul
I312387,C265894,Female,58,Clothing,5,1500.4,Cash,1/4/2022,Mall of Istanbul
I179434,C411795,Female,58,Books,3,45.45,Cash,2/12/2022,Metrocity
I171030,C280982,Male,58,Books,3,45.45,Debit Card,3/14/2022,Forum Istanbul
I798638,C191611,Female,58,Books,3,45.45,Credit Card,3/30/2022,Mall of Istanbul
I347738,C910010,Female,58,Souvenir,3,35.19,Credit Card,3/24/2022,Mall of Istanbul
I113974,C157393,Female,58,Souvenir,3,35.19,Credit Card,2/4/2022,Metrocity
I413437,C258140,Female,58,Souvenir,3,35.19,Cash,3/5/2022,Kanyon
I726848,C179894,Male,58,Souvenir,3,35.19,Credit Card,1/26/2022,Metrocity
I134321,C283605,Female,58,Souvenir,3,35.19,Cash,3/10/2022,Kanyon
I232880,C198523,Female,58,Books,1,15.15,Cash,3/4/2022,Zorlu Center
I199384,C260889,Male,58,Books,4,60.6,Credit Card,3/24/2022,Kanyon
I287267,C119170,Male,58,Books,4,60.6,Credit Card,1/13/2022,Mall of Istanbul
I228402,C309988,Male,58,Shoes,3,1800.51,Credit Card,2/17/2022,Mall of Istanbul
I118452,C241110,Male,58,Shoes,3,1800.51,Credit Card,2/18/2022,Kanyon
I385061,C307418,Female,58,Food & Beverage,3,15.69,Debit Card,1/19/2022,Mall of Istanbul
I118892,C163839,Female,58,Food & Beverage,3,15.69,Credit Card,1/27/2022,Kanyon
I111136,C208104,Female,58,Food & Beverage,3,15.69,Debit Card,3/31/2022,Forum Istanbul
I303428,C104570,Female,58,Food & Beverage,3,15.69,Credit Card,3/30/2022,Kanyon
I333850,C418056,Female,58,Food & Beverage,3,15.69,Cash,1/12/2022,Mall of Istanbul
I937841,C309165,Female,58,Clothing,1,300.08,Cash,2/24/2022,Mall of Istanbul
I226481,C256834,Female,58,Clothing,1,300.08,Cash,2/25/2022,Mall of Istanbul
I365996,C124103,Female,58,Clothing,1,300.08,Credit Card,1/18/2022,Kanyon
I112504,C224622,Male,58,Clothing,1,300.08,Cash,2/16/2022,Metrocity
I406013,C172693,Female,58,Clothing,1,300.08,Cash,1/9/2022,Metrocity
I199758,C292767,Female,58,Clothing,1,300.08,Credit Card,3/10/2022,Mall of Istanbul
I175217,C253223,Female,58,Clothing,1,300.08,Debit Card,1/1/2022,Mall of Istanbul
I656258,C529144,Female,58,Clothing,1,300.08,Cash,2/28/2022,Mall of Istanbul
I293919,C845757,Female,58,Clothing,1,300.08,Debit Card,1/30/2022,Kanyon
I810019,C123169,Female,58,Clothing,1,300.08,Cash,1/31/2022,Mall of Istanbul
I332709,C222310,Male,58,Clothing,2,600.16,Cash,2/4/2022,Kanyon
I179788,C805044,Female,58,Clothing,2,600.16,Credit Card,2/6/2022,Kanyon
I274962,C208909,Female,58,Clothing,2,600.16,Debit Card,1/2/2022,Forum Istanbul
I233936,C162053,Male,58,Clothing,2,600.16,Credit Card,1/19/2022,Metrocity
I777397,C319677,Male,58,Clothing,2,600.16,Cash,1/2/2022,Kanyon
I104233,C154775,Male,58,Clothing,2,600.16,Credit Card,1/30/2022,Metrocity
I152687,C108882,Female,58,Clothing,4,1200.32,Debit Card,1/18/2022,Kanyon
